Data,Dia desde contágio 1,Casos confirmados,Óbitos,Casos ativos,Taxa morte contaminados,Curados,Casos negativos,Testes realizados,Novos Casos,Novos óbitos,Novos testes realizados,Suspeitos,Óbitos suspeitos,Suspeitos ativos,Leitos clinicos ocupados,Leitos UTI ocupados - COVID-19,Leitos UTI ocupados - Outras enfermidades,Total leitos UTI,Semana de pandemia
2020/03/30,1,1,0,,0.0,,2,3,1,0,3,29,2,27,,,,,1
2020/03/31,2,1,0,,0.0,,3,4,0,0,1,30,3,27,8.0,2.0,,,1
2020/04/01,3,1,0,,0.0,,4,5,0,0,1,32,2,30,8.0,2.0,,,1
2020/04/02,4,1,0,,0.0,,7,8,0,0,3,34,2,32,8.0,3.0,,,1
2020/04/03,5,1,0,,0.0,,9,10,0,0,2,37,2,35,7.0,3.0,,,1
2020/04/04,6,1,0,,0.0,,9,10,0,0,0,38,2,36,10.0,3.0,,,1
2020/04/05,7,1,0,,0.0,,9,10,0,0,0,39,2,37,11.0,1.0,,,2
2020/04/06,8,2,0,,0.0,,16,18,1,0,8,41,1,40,9.0,2.0,,,2
2020/04/07,9,2,1,,0.5,,17,19,0,1,1,41,1,40,6.0,1.0,,,2
2020/04/08,10,4,1,,0.25,,22,26,2,0,7,36,1,35,4.0,2.0,,,2
2020/04/09,11,6,1,,0.166666667,,25,31,2,0,5,37,1,36,5.0,3.0,,,2
2020/04/10,12,9,1,,0.111111111,,25,34,3,0,3,39,1,38,7.0,3.0,,,2
2020/04/11,13,10,1,,0.1,,26,36,1,0,2,42,1,41,8.0,4.0,,,2
2020/04/12,14,10,1,,0.1,,26,36,0,0,0,47,2,45,8.0,4.0,,,3
2020/04/13,15,10,1,,0.1,,30,40,0,0,4,46,2,44,10.0,3.0,,,3
2020/04/14,16,10,1,,0.1,,34,44,0,0,4,49,2,47,10.0,1.0,,,3
2020/04/15,17,12,1,,0.083333333,,41,53,2,0,9,44,2,42,8.0,2.0,,,3
2020/04/16,18,13,1,4.0,0.076923077,8.0,49,62,1,0,9,42,1,41,8.0,2.0,,,3
2020/04/17,19,14,1,5.0,0.071428571,8.0,57,71,1,0,9,34,1,33,9.0,2.0,,,3
2020/04/18,20,14,1,3.0,0.071428571,10.0,57,71,0,0,0,36,1,35,9.0,3.0,,,3
2020/04/19,21,14,1,3.0,0.071428571,10.0,57,71,0,0,0,38,1,37,7.0,5.0,,,4
2020/04/20,22,14,1,3.0,0.071428571,10.0,65,79,0,0,8,33,2,31,8.0,4.0,,,4
2020/04/21,23,18,1,4.0,0.055555556,13.0,67,85,4,0,6,32,2,30,11.0,2.0,,,4
2020/04/22,24,20,1,3.0,0.05,16.0,79,99,2,0,14,20,2,18,9.0,2.0,,,4
2020/04/23,25,24,1,5.0,0.041666667000000004,18.0,89,113,4,0,14,14,2,12,11.0,2.0,,,4
2020/04/24,26,26,1,7.0,0.038461537999999997,18.0,91,117,2,0,4,17,2,15,11.0,3.0,,,4
2020/04/25,27,27,1,8.0,0.037037037,18.0,95,122,1,0,5,16,2,14,14.0,3.0,,,4
2020/04/26,28,27,1,8.0,0.037037037,18.0,95,122,0,0,0,16,2,14,14.0,3.0,,,5
2020/04/27,29,27,1,4.0,0.037037037,22.0,105,132,0,0,10,15,1,14,11.0,3.0,,,5
2020/04/28,30,28,1,3.0,0.035714286,24.0,106,134,1,0,2,16,2,14,11.0,3.0,,,5
2020/04/29,31,30,1,5.0,0.033333333,24.0,107,137,2,0,3,19,2,17,15.0,3.0,,,5
2020/04/30,32,32,1,4.0,0.03125,27.0,107,139,2,0,2,22,3,19,16.0,2.0,,,5
2020/05/01,33,32,1,3.0,0.03125,28.0,109,141,0,0,2,21,3,18,13.0,2.0,,,5
2020/05/02,34,32,1,3.0,0.03125,28.0,111,143,0,0,2,21,3,18,11.0,3.0,,,5
2020/05/03,35,32,1,2.0,0.03125,29.0,117,149,0,0,6,15,2,13,5.0,4.0,,,6
2020/05/04,36,34,1,2.0,0.029411764710000003,31.0,121,155,2,0,6,22,3,19,9.0,3.0,,,6
2020/05/05,37,35,1,2.0,0.028571428569999998,32.0,121,156,1,0,1,28,4,24,15.0,3.0,,,6
2020/05/06,38,35,1,2.0,0.028571428569999998,32.0,126,161,0,0,5,24,3,21,15.0,2.0,,,6
2020/05/07,39,35,1,2.0,0.028571428569999998,32.0,126,161,0,0,0,28,3,25,15.0,2.0,,,6
2020/05/08,40,37,1,3.0,0.02702702703,33.0,140,177,2,0,16,28,3,25,15.0,3.0,,,6
2020/05/09,41,37,1,3.0,0.02702702703,33.0,144,181,0,0,4,18,2,16,12.0,3.0,,,6
2020/05/10,42,38,1,3.0,0.026315789469999996,34.0,145,183,1,0,2,20,2,18,13.0,3.0,,,7
2020/05/11,43,42,1,6.0,0.02380952381,35.0,148,190,4,0,7,20,4,16,13.0,3.0,,,7
2020/05/12,44,43,2,6.0,0.04651162791,35.0,156,199,1,1,9,17,3,14,12.0,2.0,,,7
2020/05/13,45,45,2,8.0,0.04444444444,35.0,159,204,2,0,5,21,3,18,14.0,4.0,,,7
2020/05/14,46,46,2,9.0,0.04347826087,35.0,164,210,1,0,6,18,2,16,14.0,3.0,,,7
2020/05/15,47,51,2,13.0,0.03921568627,36.0,167,218,5,0,8,17,3,14,10.0,3.0,,,7
2020/05/16,48,52,2,13.0,0.03846153846000001,37.0,169,221,1,0,3,20,3,17,14.0,3.0,,,7
2020/05/17,49,53,2,14.0,0.03773584906000001,37.0,169,222,1,0,1,21,4,17,14.0,4.0,,,8
2020/05/18,50,57,3,15.0,0.052631578949999994,39.0,179,236,4,1,14,16,3,13,11.0,3.0,,,8
2020/05/19,51,57,3,15.0,0.052631578949999994,39.0,184,241,0,0,5,26,3,23,10.0,4.0,,,8
2020/05/20,52,60,4,14.0,0.06666666667,42.0,194,254,3,1,13,31,2,29,13.0,3.0,,,8
2020/05/21,53,66,4,20.0,0.060606060610000005,42.0,203,269,6,0,15,22,3,19,14.0,4.0,,,8
2020/05/22,54,75,4,25.0,0.05333333333,48.0,214,289,9,0,20,23,3,20,13.0,5.0,,,8
2020/05/23,55,80,4,28.0,0.05,48.0,217,297,5,0,8,20,4,16,17.0,4.0,,,8
2020/05/24,56,81,4,24.0,0.049382716050000004,53.0,218,299,1,0,2,18,4,14,14.0,3.0,,,9
2020/05/25,57,90,4,32.0,0.04444444444,54.0,221,311,9,0,12,12,3,9,16.0,2.0,,,9
2020/05/26,58,99,4,30.0,0.0404040404,65.0,228,327,9,0,16,15,2,13,18.0,2.0,,,9
2020/05/27,59,112,4,35.0,0.03571428571,73.0,241,353,13,0,26,25,3,22,23.0,1.0,,,9
2020/05/28,60,116,4,33.0,0.03448275862,79.0,247,363,4,0,10,25,3,22,19.0,1.0,,,9
2020/05/29,61,137,4,40.0,0.029197080289999996,93.0,284,421,21,0,58,30,3,27,20.0,4.0,,,9
2020/05/30,62,137,4,32.0,0.029197080289999996,101.0,285,422,0,0,1,36,3,33,21.0,5.0,,,9
2020/05/31,63,138,4,24.0,0.02898550725,110.0,287,425,1,0,3,35,2,33,18.0,5.0,,,10
2020/06/01,64,146,4,27.0,0.027397260269999998,115.0,296,442,8,0,17,27,1,26,17.0,5.0,,,10
2020/06/02,65,151,4,27.0,0.02649006623,120.0,309,460,5,0,18,40,2,38,20.0,6.0,,,10
2020/06/03,66,158,4,26.0,0.025316455699999997,128.0,321,479,7,0,19,34,1,33,13.0,8.0,,,10
2020/06/04,67,169,4,31.0,0.02366863905,134.0,331,500,11,0,21,34,2,32,15.0,10.0,,,10
2020/06/05,68,177,4,28.0,0.02259887006,144.0,347,524,8,0,24,42,3,39,20.0,8.0,,,10
2020/06/06,69,184,4,33.0,0.02173913043,146.0,347,531,7,0,7,46,3,43,19.0,9.0,,,10
2020/06/07,70,192,5,37.0,0.026041666669999998,149.0,355,547,8,1,16,43,2,41,19.0,8.0,,,11
2020/06/08,71,205,5,37.0,0.0243902439,162.0,374,579,13,0,32,50,5,45,13.0,10.0,,,11
2020/06/09,72,227,6,49.0,0.026431718059999998,171.0,397,624,22,1,45,43,5,38,18.0,9.0,,,11
2020/06/10,73,237,6,46.0,0.025316455699999997,184.0,410,647,10,0,23,50,5,45,19.0,9.0,,,11
2020/06/11,74,246,7,42.0,0.02845528455,196.0,434,680,9,1,33,48,5,43,21.0,9.0,,,11
2020/06/12,75,253,7,36.0,0.027667984189999998,209.0,449,702,7,0,22,49,5,44,16.0,8.0,,,11
2020/06/13,76,268,9,41.0,0.03358208955,217.0,469,737,15,2,35,47,4,43,16.0,10.0,,,11
2020/06/14,77,271,10,35.0,0.036900369,225.0,474,745,3,1,8,46,4,42,16.0,11.0,,,12
2020/06/15,78,276,11,36.0,0.03985507246,228.0,481,757,5,1,12,46,5,41,14.0,10.0,,,12
2020/06/16,79,294,12,48.0,0.04081632653,233.0,506,800,18,1,43,44,4,40,14.0,9.0,,,12
2020/06/17,80,323,13,55.0,0.04024767802,253.0,555,878,29,1,78,37,2,35,19.0,9.0,,,12
2020/06/18,81,342,14,62.0,0.04093567251,264.0,586,928,19,1,50,31,2,29,18.0,11.0,,,12
2020/06/19,82,367,14,73.0,0.03814713896,278.0,590,957,25,0,29,32,2,30,21.0,9.0,,,12
2020/06/20,83,399,15,92.0,0.03759398496,290.0,616,1015,32,1,58,38,2,36,20.0,10.0,,,12
2020/06/21,84,408,15,94.0,0.03676470588,297.0,645,1053,9,0,38,38,3,35,19.0,10.0,,,13
2020/06/22,85,425,16,93.0,0.037647058819999996,314.0,671,1096,17,1,43,34,3,31,20.0,8.0,,,13
2020/06/23,86,454,16,100.0,0.03524229075,334.0,674,1128,29,0,32,37,3,34,19.0,9.0,,,13
2020/06/24,87,495,16,120.0,0.03232323232,355.0,722,1217,41,0,89,36,2,34,16.0,11.0,,,13
2020/06/25,88,538,18,124.0,0.03345724906999999,393.0,773,1311,43,2,94,33,1,32,21.0,9.0,,,13
2020/06/26,89,598,18,163.0,0.03010033445,414.0,775,1373,60,0,62,42,2,40,21.0,12.0,,,13
2020/06/27,90,631,18,149.0,0.028526148969999998,461.0,844,1475,33,0,102,47,2,45,26.0,13.0,,,13
2020/06/28,91,645,18,132.0,0.027906976739999995,492.0,854,1499,14,0,24,50,2,48,21.0,15.0,,,14
2020/06/29,92,666,18,109.0,0.02702702703,536.0,866,1532,21,0,33,47,6,41,18.0,17.0,,,14
2020/06/30,93,701,19,112.0,0.02710413695,567.0,925,1626,35,1,94,53,5,48,17.0,14.0,,,14
2020/07/01,94,733,21,126.0,0.02864938608,583.0,989,1722,32,2,96,46,4,42,22.0,14.0,,,14
2020/07/02,95,768,22,117.0,0.028645833330000002,626.0,1014,1782,35,1,60,38,4,34,24.0,13.0,,,14
2020/07/03,96,803,22,131.0,0.027397260269999998,647.0,1094,1897,35,0,115,43,7,35,18.0,15.0,,,14
2020/07/04,97,855,22,139.0,0.025730994150000002,691.0,1135,1990,52,0,93,52,7,45,22.0,20.0,,,14
2020/07/05,98,896,23,122.0,0.025669642859999998,748.0,1154,2050,41,1,60,50,6,44,19.0,17.0,,,15
2020/07/06,99,919,24,124.0,0.02611534276,767.0,1197,2116,23,1,66,51,4,47,21.0,18.0,,,15
2020/07/07,100,947,24,119.0,0.025343189019999997,800.0,1219,2166,28,0,50,54,4,50,26.0,17.0,,,15
2020/07/08,101,969,24,111.0,0.024767801859999997,831.0,1273,2242,22,0,76,68,5,63,31.0,19.0,,,15
2020/07/09,102,1016,26,120.0,0.025590551180000004,866.0,1364,2380,47,2,138,73,5,68,33.0,21.0,,,15
2020/07/10,103,1040,26,108.0,0.025,902.0,1392,2432,24,0,52,72,4,68,37.0,22.0,,,15
2020/07/11,104,1045,27,103.0,0.02583732057,911.0,1427,2472,5,1,40,72,6,66,29.0,21.0,,,15
2020/07/12,105,1052,29,101.0,0.02756653992,917.0,1429,2481,7,2,9,75,5,70,31.0,21.0,,,16
2020/07/13,106,1061,30,87.0,0.028275212060000002,939.0,1438,2499,9,1,18,71,6,65,35.0,18.0,,,16
2020/07/14,107,1090,30,92.0,0.02752293578,963.0,1484,2574,29,0,75,66,8,58,33.0,22.0,,,16
2020/07/15,108,1128,31,90.0,0.027482269500000003,1002.0,1522,2650,38,1,76,63,6,57,37.0,18.0,,,16
2020/07/16,109,1155,33,91.0,0.028571428569999998,1025.0,1582,2737,27,2,87,71,7,64,33.0,24.0,,,16
2020/07/17,110,1182,33,91.0,0.027918781729999998,1052.0,1620,2802,27,0,65,80,8,72,36.0,21.0,,,16
2020/07/18,111,1200,36,94.0,0.03,1064.0,1621,2821,18,3,19,82,10,72,36.0,20.0,,,16
2020/07/19,112,1216,37,91.0,0.030427631580000003,1082.0,1621,2837,16,1,16,81,10,71,31.0,20.0,,,17
2020/07/20,113,1231,38,85.0,0.03086921202,1102.0,1624,2855,15,1,18,80,11,69,30.0,20.0,,,17
2020/07/21,114,1281,38,101.0,0.029664324750000002,1135.0,1676,2957,50,0,102,75,8,67,27.0,21.0,,,17
2020/07/22,115,1323,39,100.0,0.029478458050000003,1176.0,1733,3056,42,1,99,70,7,63,26.0,22.0,,,17
2020/07/23,116,1365,42,119.0,0.03076923077,1196.0,1813,3178,42,3,122,67,6,61,33.0,22.0,,,17
2020/07/24,117,1405,43,120.0,0.030604982210000003,1234.0,1868,3273,40,1,95,59,7,52,31.0,25.0,,,17
2020/07/25,118,1445,45,122.0,0.031141868510000004,1270.0,1954,3399,40,2,126,58,5,53,26.0,20.0,,,17
2020/07/26,119,1451,46,104.0,0.03170227429,1293.0,2016,3467,6,1,68,58,5,53,28.0,19.0,,,18
2020/07/27,120,1478,47,108.0,0.03179972936,1314.0,2075,3553,27,1,86,58,3,55,28.0,22.0,,,18
2020/07/28,121,1526,47,108.0,0.030799475750000003,1361.0,2140,3666,48,0,113,70,5,65,31.0,23.0,,,18
2020/07/29,122,1573,47,109.0,0.029879211699999998,1407.0,2202,3775,47,0,109,77,6,71,33.0,24.0,,,18
2020/07/30,123,1615,48,106.0,0.029721362230000003,1451.0,2278,3893,42,1,118,61,4,57,27.0,22.0,,,18
2020/07/31,124,1655,48,102.0,0.029003021150000002,1495.0,2406,4061,40,0,168,56,5,51,25.0,22.0,,,18
2020/08/01,125,1675,48,103.0,0.02865671642,1514.0,2526,4201,20,0,140,55,5,50,24.0,23.0,,,18
2020/08/02,126,1680,48,94.0,0.028571428569999998,1528.0,2550,4230,5,0,29,50,4,46,25.0,23.0,,,19
2020/08/03,127,1700,48,82.0,0.02823529412,1560.0,2617,4317,20,0,87,55,4,51,22.0,22.0,,,19
2020/08/04,128,1734,49,76.0,0.02825836217,1598.0,2728,4462,34,1,145,47,3,44,24.0,18.0,,,19
2020/08/05,129,1762,51,68.0,0.028944381380000002,1632.0,2789,4551,28,2,89,47,4,43,23.0,15.0,,,19
2020/08/06,130,1787,51,73.0,0.02853945159,1652.0,2907,4694,25,0,143,36,3,33,21.0,15.0,,,19
2020/08/07,131,1809,52,74.0,0.02874516307,1672.0,2971,4780,22,1,86,42,3,39,25.0,15.0,,,19
2020/08/08,132,1821,52,68.0,0.02855573861,1690.0,3028,4849,12,0,69,41,1,40,25.0,15.0,,,19
2020/08/09,133,1822,52,65.0,0.02854006586,1694.0,3031,4853,1,0,4,39,1,38,23.0,15.0,,,20
2020/08/10,134,1839,52,67.0,0.02827623709,1709.0,3095,4934,17,0,81,34,2,32,20.0,14.0,,,20
2020/08/11,135,1863,52,61.0,0.02791196994,1739.0,3186,5049,24,0,115,30,3,27,20.0,12.0,,,20
2020/08/12,136,1880,55,62.0,0.02925531915,1752.0,3308,5188,17,3,139,33,2,31,19.0,11.0,,,20
2020/08/13,137,1897,55,63.0,0.02899314707,1768.0,3427,5324,17,0,136,29,1,28,19.0,12.0,,,20
2020/08/14,138,1921,57,67.0,0.029672045810000002,1786.0,3531,5452,24,2,128,27,1,26,17.0,10.0,,,20
2020/08/15,139,1931,57,53.0,0.029518384260000006,1810.0,3566,5497,10,0,45,28,1,27,19.0,12.0,,,20
2020/08/16,140,1933,58,49.0,0.03000517331,1815.0,3584,5517,2,1,20,25,1,24,18.0,12.0,,,21
2020/08/17,141,1946,58,40.0,0.02980472765,1836.0,3653,5599,13,0,82,30,3,27,17.0,6.0,,,21
2020/08/18,142,1968,58,47.0,0.02947154472,1851.0,3770,5738,22,0,139,32,4,28,19.0,7.0,,,21
2020/08/19,143,1993,58,51.0,0.0291018565,1872.0,3905,5898,25,0,160,43,4,39,22.0,10.0,,,21
2020/08/20,144,2017,58,63.0,0.028755577589999998,1884.0,3959,5976,24,0,78,38,4,34,21.0,9.0,,,21
2020/08/21,145,2029,58,60.0,0.0285855101,1899.0,3966,5995,12,0,19,39,2,37,26.0,8.0,,,21
2020/08/22,146,2043,58,62.0,0.0283896231,1911.0,4079,6122,14,0,127,35,2,33,20.0,10.0,,,21
2020/08/23,147,2048,59,58.0,0.02880859375,1919.0,4081,6129,5,1,7,33,2,31,18.0,10.0,,,22
2020/08/24,148,2063,60,49.0,0.029083858460000004,1942.0,4157,6220,15,1,91,36,3,33,13.0,10.0,,,22
2020/08/25,149,2080,60,43.0,0.028846153849999997,1964.0,4289,6369,17,0,149,37,3,34,15.0,10.0,,,22
2020/08/26,150,2097,62,39.0,0.02956604673,1983.0,4368,6465,17,2,96,20,3,17,18.0,6.0,,,22
2020/08/27,151,2110,63,40.0,0.029857819910000003,1994.0,4437,6547,13,1,82,22,3,19,19.0,6.0,,,22
